Text,Label
XPO Logistics,company
Chang Hwa Bank,company
Cencosud,company
Nomura Research Institute,company
Huntington Ingalls Industries,company
ICA Gruppen,company
Zain,company
Cenovus Energy,company
Synopsys,company
Sistema,company
Medipal Holdings,company
Alstom,company
Banque Cantonale Vaudoise,company
Avery Dennison,company
China National Chemical,company
Hyundai Engineering,company
BNK Financial Group,company
Covestro,company
RSA Insurance Group,company
Bunzl,company
China Resources Cement Holdings,company
Shanghai International Airport,company
Mettler-Toledo International,company
SS&C Technologies,company
Taishin Financial Holdings,company
Beijing Capital Development,company
Lixil Group,company
AGNC Investment,company
Far East Horizon,company
LEG Immobilien AG,company
Nippon Paint,company
New Residential Investment,company
Grupo Bimbo,company
Sino-Ocean Group Holding,company
Sumitomo Metal Mining,company
Lindt & Sprungli,company
Bawag Group,company
SCA,company
Verisk Analytics,company
Masco,company
Husky Energy,company
Alexandria Real Estate Equities,company
BPER Banca,company
S-Oil,company
Guangdong Investment,company
Commercial Bank For Investment & Development Of Vietnam,company
Arrow Electronics,company
AutoNation,company
Caesars Entertainment,company
NiSource,company
Metropolitan Bank & Trust,company
Bank of East Asia,company
Western Union,company
Atmos Energy,company
Commercial International Bank,company
Persimmon,company
Norsk Hydro,company
GCI Liberty,company
KION Group,company
STRABAG,company
China Molybdenum,company
Sofina,company
Halyk Bank,company
Arab Bank,company
Barratt Developments,company
Zhejiang Zheneng Electric Power,company
Hong Leong Financial,company
Colruyt,company
Shizuoka Bank,company
Abu Dhabi Islamic Bank,company
Arca Continental,company
Cattolica Assicurazioni,company
Yuexiu Property,company
SKF Group,company
iHeartMedia,company
Navient,company
Teleflex,company
Korea Shipbuilding & Offshore Engineering,company
Weatherford International,company
Ansys,company
Sun Pharma Industries,company
China International Marine,company
IDEXX Laboratories,company
NARI Technology Development,company
Empire,company
China Communications Services,company
Onex,company
Nordstrom,company
Synovus Financial,company
Kerry Properties,company
Pinnacle West,company
UBI Banca,company
Hainan Airlines,company
Nippon Yusen,company
Tiffany & Co.,company
Hologic,company
AECOM Technology,company
China Conch Venture Holdings,company
Mashreq Bank,company
Bank Audi,company
E-mart,company
Teleperformance,company
Ajinomoto,company
International Flavors & Fragrances,company
Xerox,company
Electric Power Development,company
Saudi Arabian Mining,company
Kawasaki Heavy Industries,company
Union Bank of India,company
Newcrest Mining,company
China Merchants Port Holdings,company
Reliance Steel,company
Incyte,company
Gudang Garam,company
Ceconomy,company
China International Travel Service,company
Shopify,company
Chipotle Mexican Grill,company
OneMain Holdings,company
AIB Group,company
Live Nation Entertainment,company
DCC,company
EMS-Chemie Holding,company
Shimano,company
Steel Dynamics,company
Technipfmc,company
Xiamen International Trade Group,company
Ternium,company
Bajaj Auto,company
US Foods,company
Dai Nippon Printing,company
Vingroup,company
Epiroc,company
Magnitogorsk Iron & Steel,company
Magnit,company
Santos,company
Booz Allen Hamilton Holding,company
Flex,company
Sekisui Chemical,company
Akamai Technologies,company
CPFL Energia,company
Manpower,company
Kansas City Southern,company
Enstar Group Ltd.,company
Petronas Chemicals,company
Square,company
Wayfair,company
Martin Marietta Materials,company
American National Insurance,company
Essex Property Trust,company
Sonova Holding,company
Grupo Inbursa,company
Korean Air,company
Mitsubishi Materials,company
Antofagasta,company
Compal Electronics,company
Blom Bank,company
Safaricom,company
Johnson Matthey,company
Fgl Holdings,company
KT&G,company
Next,company
BOK Financial,company
Voestalpine,company
Sichuan Language Development,company
Wendel,company
Banca MPS,company
SinoPac Financial,company
Jabil Circuit,company
AVIC Capita,company
PTT Global Chemical,company
Xiamen Xiangyu,company
Commercial Bank of Qatar,company
Barry Callebaut,company
IAC/InterActiveCorp,company
NH Investment & Securities,company
Industries Qatar,company
Jyske Bank,company
Mercuries & Associates,company
Alfresa Holdings,company
Hertz Global Holdings,company
Hokuhoku Financial Group,company
Hyundai Glovis,company
Ramsay Health Care,company
Autodesk,company
INTL FCStone,company
ONO Pharmaceutical,company
President Chain Store,company
Lendlease Group,company
Wirecard,company
CSPC Pharmaceutical Group,company
World Fuel Services,company
Vietin Bank,company
Asian Paints,company
Goodyear,company
Mitsui Chemicals,company
Atlassian,company
RTL Group,company
Qurate Retail Group,company
Zoom Video Communications,company
Yamato Holdings,company
Novozymes,company
Dexus,company
Virgin Money UK,company
Cooper Companies,company
Gap,company
New York Community Bancorp,company
Canadian Utilities,company
Nippon Express,company
Workday,company
Otsuka,company
Koito Manufacturing,company
Taiwan Cement,company
Teck Resources,company
Hansoh Pharmaceutical Group,company
Almarai,company
Agnico Eagle Mines,company
Showa Denko,company
Cellnex Telecom,company
Qingdao Rural Commercial Bank,company
Braskem,company
Continental Resources,company
Avis Budget Group,company
Kyushu Financial Group,company
Nishi-nippon Financial Holdings,company
Hachijuni Bank,company
Zoomlion Heavy Industry,company
SBA Communications,company
Hulic,company
Waters,company
Yamaguchi Financial,company
Wistron,company
Hengyi Petrochemical,company
Latam Airlines,company
Kesko,company
Hengan International Group,company
Wingtech Technology,company
Franco-Nevada,company
North Pacific Bank,company
Banco Comercial Portugues,company
Kingfisher,company
Banco Davivienda,company
DexCom,company
Japan Securities,company
Acciona,company
China Longyuan Power,company
Pinduoduo,company
Adyen,company
Bank of Kyoto,company
Mitsui OSK Lines,company
Hiroshima Bank,company
WEG,company
Rajesh Exports,company
Sino Biopharmaceutical,company
Lundin Energy,company
MercadoLibre,company
Taylor Wimpey,company
Renesas Electronics,company
Hotai Motor,company
Daishi Hokuetsu Financial Group,company
Kinross Gold,company
Unisplendour,company
Veeva Systems,company
Tahoe Group,company
PGE Polska Grupa Energetyczna,company
Steinhoff International,company
Beijing Shougang,company
Teradyne,company
United Natural Foods,company
PBF Energy,company
Zalando,company
Chugoku Bank,company
LG Uplus,company
Royal Mail,company
77 Bank,company
Shandong Gold Mining,company
Powerlong Real Estate,company
Cemig,company
Gunma Bank,company
Invitation Homes,company
Berry Global Group,company
China Development Bank Financial Leasing,company
Genting,company
Nippon Steel Trading,company
FMC,company
Interactive Brokers Group,company
Tenneco,company
Tokyu Fudosan,company
Haidilao International Holding,company
Performance Food Group,company
Domino's Pizza,company
Ultrapar Participacoes,company
Hubei Biocause Pharmaceutical,company
Snap,company
Eurobank Ergasias,company
Companhia Brasileira de Distribuicao,company
Fibra Uno,company
First Citizens Bank,company
Pgnig Group,company
National Bank of Greece,company
Zebra Technologies,company
Tsim Sha Tsui Properties,company
Vodafone Idea,company
Alpha Bank,company
Community Health Systems,company
Rite Aid,company
Xylem,company
IHI,company
M3,company
Bank Muscat,company
Accor,company
American Equity Investment,company
Iyo Bank,company
Lens Technology,company
TP ICAP,company
Piraeus Bank,company
XCMG Construction Machinery,company
Air Lease,company
Commerce Bank,company
CoStar Group,company
Grupo Bolivar,company
Bank of Suzhou,company
Seattle Genetics,company
Sinotruk Hong Kong,company
Harel Insurance Investments & Financial Services,company
Avary Holding (Shenzhen),company
Liberty Broadband,company
Jiangxi Bank,company
Unibail-Rodamco,company
CPI Property Group,company
Daelim Industrial,company
Moscow Exchange,company
Minebea,company
PVH,company
News Corp,company
Brambles,company
JetBlue Airways,company
SDIC Capital,company
Haseko,company
Deutsche Pfandbriefbank,company
Western Alliance Bancorp.,company
Celltrion,company
Unicaja Banco,company
Wuxi Apptec,company
Aristocrat Leisure,company
Bank of Xi'an,company
China Aviation Oil,company
Alrosa,company
SBI Holdings,company
Suzuken,company
Will Semiconductor,company
Adani Ports & Special Economic Zone,company
Broadridge Financial,company
Momentum Metropolitan Holdings,company
DGB Financial Group,company
Mercantil Servicios,company
Offcn Education Technology,company
Bangkok Dusit Medical Services,company
Huafa Industrial,company
Huaibei Mining Holdings,company
Aeroflot-Russian Airlines,company
Inchcape,company
Splunk,company
El Puerto de Liverpool,company
Hyakugo Bank,company
VICI Properties,company
BayWa,company
Constellation Software,company
Nitto Denko,company
Ares Capital,company
Juroku Bank,company
Hakuhodo DY Holdings,company
Tosoh,company
CIT Group,company
Bank of Qingdao,company
Bohai Leasing,company
Quanta Services,company
Taiwan Business Bank,company
Hikari Tsushin,company
Mosaic,company
Shiga Bank,company
Targa Resources,company
TMB Bank,company
CNO Financial Group,company
Avnet,company
Wynn Resorts,company
Steel Authority of India,company
Axiata Group,company
First Pacific,company
Far Eastern New Century,company
San-In Godo Bank,company
Chongqing Zhifei Biological Products,company
Hanwa,company
Red Star Macalline Group,company
Uniqa,company
Aozora Bank,company
Ogaki Kyoritsu Bank,company
FinecoBank,company
Kirkland Lake Gold,company
Rexel,company
Banco BBVA Peru,company
Swiss Prime Site,company
Toho Bank,company
Avenue Supermarts,company
AmBank Group,company
First Horizon National,company
Want Want China,company
Nanto Bank,company
Ralph Lauren,company
Tenaris,company
Banque Centrale Populaire,company
Credito Emiliano,company
Advantest,company
UGI,company
Angang Steel,company
RingCentral,company
Bendigo & Adelaide Bank,company
Nine Dragons Paper Holdings,company
Wuxi Biologics,company
Mowi ASA,company
Tech Mahindra,company
WPG Holdings,company
Bank of Jiujiang,company
Fluor,company
Tokyo Kiraboshi Financial Group,company
Orient,company
Admiral Group,company
Bureau Veritas,company
Duke Realty,company
Core-Mark Holding,company
Huntsman,company
Newell Brands,company
Palo Alto Networks,company
Prosperity Bancshares,company
Vopak,company
Senshu Ikeda Holdings,company
Fortinet,company
Aier Eye Hospital Group,company
Shanghai Fosun Pharmaceutical,company
Zenith Bank,company
Dali Foods Group,company
Polymetal International,company
Sartorius,company
DocuSign,company
Adient,company
Inventec,company
East Money Information,company
Asustek Computer,company
China SCE Group Holdings,company
Poly Property Group Co.,company
Canadian Apartment Properties Real Estate Investment Trust,company
Yes Bank,company
Central Bank of India,company
Okta,company
Cronos Group,company
First American Financial,company
TCF Financial,company
Murphy Oil,company
Cullen/Frost Bankers,company
Snap-on,company
Spirit AeroSystems,company
Bank Of Gansu,company
Guangdong Haid Group,company
Ningxia Baofeng Energy Group,company
Shaw Communications,company
IDEX,company
Teledyne Technologies,company
Healthpeak Properties,company
Shanghai Ganglian E-Commerce Holdings,company
SEB SA,company
Caltex Australia,company
LT Group,company
Extra Space Storage,company
Chewy,company
Stifel Financial,company
United Utilities,company
Frontier Communications,company
Sysmex,company
Orient Securities,company
Liberbank,company
TransUnion,company
Alfa Laval,company
Westlake Chemical,company
Clal Insurance Enterprises,company
Hasbro,company
E-L Financial,company
Keiyo Bank,company
Yamada Denki,company
Pirelli,company
Basler Kantonalbank,company
Luzerner Kantonalbank,company
Trimble,company
Banca Popolare di Sondrio,company
Aareal Bank,company
Hyakujushi Bank,company
Beijing Kingsoft Office Software.,company
Foot Locker,company
Marathon Oil,company
Changchun High & New Technology,company
Wheaton Precious Metals,company
Jointown Pharmaceutical Group,company
Marketaxess Holdings,company
Medical Properties Trust,company
Steris,company
Yuzhou Properties,company
Equifax,company
General Insurance Corporation Of India,company
Hokkoku Bank,company
Fuyo General Lease,company
Kiyo Bank,company
Chimera Investment,company
Delivery Hero,company
Klepierre,company
BioMarin Pharmaceutical,company
Magazine Luiza,company
China Everbright International,company
MTU Aero Engines AG,company
Oshkosh,company
Yonyou Network Technology,company
Berkeley Group Holdings,company
Azrieli Group Ltd.,company
China Nuclear Engineering Corporation,company
Ovintiv,company
Lamb Weston Holdings,company
Xinyu Iron & Steel,company
Murphy USA,company
Guangzhou Baiyunshan Pharmaceutical Holdings,company
Musashino Bank,company
